ticker,form,updated_utc,recency_min,gapper_score,value_score,moat_score,insider_signal_score,risk_flags,market_flags,tags,items,price,avg_vol_3m,market_cap,link
MHH,4,2026-04-27T17:50:19-04:00,70,6,11,7,0,,no_market_data,+form 4,,,,,https://www.sec.gov/Archives/edgar/data/1437226/000119312526182516/0001193125-26-182516-index.htm
ESTA,4,2026-04-27T17:38:39-04:00,82,6,11,7,0,,no_market_data,+form 4,,,,,https://www.sec.gov/Archives/edgar/data/1688757/000174242926000015/0001742429-26-000015-index.htm
CTRVP,4,2026-04-27T17:33:08-04:00,87,6,8,7,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1583771/000149315226019202/0001493152-26-019202-index.htm
EIX,4,2026-04-27T17:33:31-04:00,87,5,9,7,1,,no_market_data,+director,,,,,https://www.sec.gov/Archives/edgar/data/827052/000170727026000005/0001707270-26-000005-index.htm
ASTI,DEFA14A,2026-04-27T17:05:01-04:00,115,7,7,7,0,,est_mcap_from_sec_shares;small_cap,,,4.8300,1792327,45700914,https://www.sec.gov/Archives/edgar/data/1350102/000107997326000544/0001079973-26-000544-index.htm
NUE,8-K,2026-04-27T16:56:42-04:00,124,17,10,7,0,,no_market_data,-impairment,,,,,https://www.sec.gov/Archives/edgar/data/73309/000119312526182332/0001193125-26-182332-index.htm
ANNX,DEFA14A,2026-04-27T16:07:44-04:00,173,8,7,7,0,,est_mcap_from_sec_shares;small_cap,,,6.1000,2581493,235237746,https://www.sec.gov/Archives/edgar/data/1528115/000114036126017088/0001140361-26-017088-index.htm
VEON,6-K,2026-04-27T13:42:09-04:00,318,8,7,7,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1468091/000146809126000021/0001468091-26-000021-index.htm
LLOBF,6-K,2026-04-27T13:38:07-04:00,322,12,10,7,0,,no_market_data,+buyback,,,,,https://www.sec.gov/Archives/edgar/data/1160106/000165495426003953/0001654954-26-003953-index.htm
HITI,6-K,2026-04-27T13:20:34-04:00,340,8,7,7,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1847409/000127956926000350/0001279569-26-000350-index.htm
ATS,F-1,2026-04-27T12:54:32-04:00,366,-5,1,7,0,offering,est_mcap_from_sec_shares;thin_volume,+subscription;-at-the-market;-offering,,33.0700,169908,3204010264,https://www.sec.gov/Archives/edgar/data/1394832/000119312526180844/0001193125-26-180844-index.htm
ILAL,10-K,2026-04-27T17:31:08-04:00,89,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1657214/000149315226019199/0001493152-26-019199-index.htm
RVMD,DEF 14A,2026-04-27T17:30:45-04:00,90,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1628171/000119312526182453/0001193125-26-182453-index.htm
GAME,DEF 14A,2026-04-27T17:29:07-04:00,91,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1714562/000149315226019197/0001493152-26-019197-index.htm
KKR-PD,DEFA14A,2026-04-27T17:26:26-04:00,94,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1404912/000114036126017158/0001140361-26-017158-index.htm
PNBK,DEF 14A,2026-04-27T17:22:15-04:00,98,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1098146/000114036126017156/0001140361-26-017156-index.htm
OGN,DEFA14A,2026-04-27T17:18:27-04:00,102,11,6,6,0,,no_market_data,+definitive agreement,,,,,https://www.sec.gov/Archives/edgar/data/1821825/000119312526182416/0001193125-26-182416-index.htm
XGN,DEFA14A,2026-04-27T17:18:12-04:00,102,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1274737/000127473726000021/0001274737-26-000021-index.htm
FUSE,DEF 14A,2026-04-27T17:15:26-04:00,105,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2033383/000149315226019179/0001493152-26-019179-index.htm
OVID,DEFA14A,2026-04-27T17:12:01-04:00,108,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1636651/000162828026027624/0001628280-26-027624-index.htm
TREE,DEFA14A,2026-04-27T17:08:24-04:00,112,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1434621/000114036126017149/0001140361-26-017149-index.htm
DBRG-PJ,DEF 14A,2026-04-27T17:01:10-04:00,119,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1679688/000110465926049502/0001104659-26-049502-index.htm
MGX,DEFA14A,2026-04-27T16:58:07-04:00,122,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1785279/000119312526182339/0001193125-26-182339-index.htm
EBS,DEFA14A,2026-04-27T16:55:15-04:00,125,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1367644/000119312526182326/0001193125-26-182326-index.htm
IPSC,DEFA14A,2026-04-27T16:54:16-04:00,126,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1850119/000110465926049493/0001104659-26-049493-index.htm
BRLT,DEFA14A,2026-04-27T16:53:24-04:00,127,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1866757/000162828026027583/0001628280-26-027583-index.htm
STKL,10-K,2026-04-27T16:46:25-04:00,134,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/351834/000106299326002169/0001062993-26-002169-index.htm
MWC,F-1,2026-04-27T16:45:10-04:00,135,4,3,6,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/2083526/000182912626003987/0001829126-26-003987-index.htm
RBNE,SC TO-I,2026-04-27T16:43:24-04:00,137,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2039060/000114036126017143/0001140361-26-017143-index.htm
QNCX,DEFA14A,2026-04-27T16:41:11-04:00,139,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1662774/000119312526182267/0001193125-26-182267-index.htm
NVCT,DEFA14A,2026-04-27T16:39:33-04:00,141,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1875558/000110465926049480/0001104659-26-049480-index.htm
SPRO,DEFA14A,2026-04-27T16:39:05-04:00,141,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1701108/000119312526182256/0001193125-26-182256-index.htm
BGMSP,DEF 14A,2026-04-27T16:38:16-04:00,142,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1130166/000149315226019158/0001493152-26-019158-index.htm
EWCZ,10-K,2026-04-27T16:38:44-04:00,142,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1856236/000119312526182250/0001193125-26-182250-index.htm
RMAX,DEFA14A,2026-04-27T16:38:34-04:00,142,9,6,6,0,,no_market_data,+definitive agreement,,,,,https://www.sec.gov/Archives/edgar/data/1581091/000110465926049478/0001104659-26-049478-index.htm
GETY,10-K,2026-04-27T16:35:21-04:00,145,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1898496/000162828026027529/0001628280-26-027529-index.htm
COOK,DEFA14A,2026-04-27T16:34:48-04:00,146,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1857853/000162828026027528/0001628280-26-027528-index.htm
PAYO,DEFA14A,2026-04-27T16:34:27-04:00,146,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1845815/000110465926049470/0001104659-26-049470-index.htm
PEP,25,2026-04-27T16:33:54-04:00,146,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/77476/000135445726000377/0001354457-26-000377-index.htm
SILA,10-K,2026-04-27T16:34:12-04:00,146,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1567925/000156792526000013/0001567925-26-000013-index.htm
HUBS,DEFA14A,2026-04-27T16:33:31-04:00,147,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1404655/000119312526182218/0001193125-26-182218-index.htm
SD,DEFA14A,2026-04-27T16:33:23-04:00,147,9,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1349436/000114036126017134/0001140361-26-017134-index.htm
CXAI,PRE 14A,2026-04-27T16:31:08-04:00,149,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/0001829126-26-003985-index.htm
GYRE,DEFA14A,2026-04-27T16:31:12-04:00,149,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1124105/000114036126017130/0001140361-26-017130-index.htm
CAPS,PRE 14A,2026-04-27T16:30:19-04:00,150,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/887151/000143774926013477/0001437749-26-013477-index.htm
DEA,10-Q,2026-04-27T16:30:46-04:00,150,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1622194/000162219426000019/0001622194-26-000019-index.htm
SURG,PRE 14A,2026-04-27T16:30:39-04:00,150,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1392694/000149315226019152/0001493152-26-019152-index.htm
BFLY,DEF 14A,2026-04-27T16:23:59-04:00,156,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1804176/000114036126017118/0001140361-26-017118-index.htm
SANM,10-Q,2026-04-27T16:24:23-04:00,156,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/897723/000089772326000025/0000897723-26-000025-index.htm
SER,DEF 14A,2026-04-27T16:24:05-04:00,156,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1708599/000170859926000029/0001708599-26-000029-index.htm
OCFC,DEF 14A,2026-04-27T16:20:34-04:00,160,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1004702/000130817926000348/0001308179-26-000348-index.htm
DNUT,DEFA14A,2026-04-27T16:19:42-04:00,161,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1857154/000119312526182145/0001193125-26-182145-index.htm
MA,DEFA14A,2026-04-27T16:19:21-04:00,161,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000023/0001141391-26-000023-index.htm
SNSE,DEF 14A,2026-04-27T16:19:08-04:00,161,11,6,6,0,,no_market_data,+merger agreement,,,,,https://www.sec.gov/Archives/edgar/data/1829802/000119312526182143/0001193125-26-182143-index.htm
IMKTA,DEFA14A,2026-04-27T16:18:02-04:00,162,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/50493/000114036126017109/0001140361-26-017109-index.htm
SCYX,DEF 14A,2026-04-27T16:18:49-04:00,162,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1178253/000114036126017112/0001140361-26-017112-index.htm
TERN,10-K,2026-04-27T16:18:09-04:00,162,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1831363/000119312526182140/0001193125-26-182140-index.htm
TWOD,10-K,2026-04-27T16:18:52-04:00,162,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1465740/000146574026000022/0001465740-26-000022-index.htm
LAB,DEFA14A,2026-04-27T16:17:10-04:00,163,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1162194/000114036126017107/0001140361-26-017107-index.htm
SEAT,DEFA14A,2026-04-27T16:17:00-04:00,163,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1856031/000114036126017106/0001140361-26-017106-index.htm
T-PC,10-Q,2026-04-27T16:17:53-04:00,163,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/732717/000073271726000206/0000732717-26-000206-index.htm
BCPC,DEFA14A,2026-04-27T16:16:18-04:00,164,9,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/9326/000114036126017104/0001140361-26-017104-index.htm
CPNG,DEF 14A,2026-04-27T16:15:55-04:00,164,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1834584/000114036126017102/0001140361-26-017102-index.htm
SRG-PA,DEFA14A,2026-04-27T16:16:30-04:00,164,6,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1628063/000117494726000520/0001174947-26-000520-index.htm
TGT,DEF 14A,2026-04-27T16:16:29-04:00,164,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/27419/000162828026027508/0001628280-26-027508-index.htm
VERX,DEFA14A,2026-04-27T16:16:23-04:00,164,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1806837/000110465926049446/0001104659-26-049446-index.htm
MEHA,DEF 14A,2026-04-27T16:15:38-04:00,165,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1837254/000121390026048022/0001213900-26-048022-index.htm
REAL,DEF 14A,2026-04-27T16:13:22-04:00,167,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1573221/000157322126000036/0001573221-26-000036-index.htm
TSEOF,10-K,2026-04-27T16:13:19-04:00,167,9,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1519061/000110465926049440/0001104659-26-049440-index.htm
SNDA,DEFA14A,2026-04-27T16:11:57-04:00,168,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1043000/000119312526182108/0001193125-26-182108-index.htm
CINF,10-Q,2026-04-27T16:10:57-04:00,169,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/20286/000002028626000026/0000020286-26-000026-index.htm
GOVX,DEF 14A,2026-04-27T16:10:58-04:00,169,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/832489/000143774926013468/0001437749-26-013468-index.htm
ARMP,DEF 14A,2026-04-27T16:10:22-04:00,170,8,6,6,0,,est_mcap_from_sec_shares;thin_volume,,,11.0000,49910,402960525,https://www.sec.gov/Archives/edgar/data/921114/000110465926049437/0001104659-26-049437-index.htm
GDV-PK,DEFA14A,2026-04-27T16:10:32-04:00,170,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1260729/000182912626003981/0001829126-26-003981-index.htm
MCRB,DEFA14A,2026-04-27T16:10:45-04:00,170,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1609809/000114036126017092/0001140361-26-017092-index.htm
BMEA,DEF 14A,2026-04-27T16:08:19-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1840439/000119312526182080/0001193125-26-182080-index.htm
DX-PC,10-Q,2026-04-27T16:08:37-04:00,172,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/826675/000082667526000039/0000826675-26-000039-index.htm
ELVN,DEFA14A,2026-04-27T16:08:23-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1672619/000119312526182081/0001193125-26-182081-index.htm
EYPT,DEFA14A,2026-04-27T16:08:02-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1314102/000119312526182077/0001193125-26-182077-index.htm
RIVN,DEFA14A,2026-04-27T16:08:10-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1874178/000187417826000025/0001874178-26-000025-index.htm
SION,DEFA14A,2026-04-27T16:08:39-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2036042/000162828026027496/0001628280-26-027496-index.htm
SN,DEFA14A,2026-04-27T16:08:40-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1957132/000195713226000023/0001957132-26-000023-index.htm
SVV,DEFA14A,2026-04-27T16:08:43-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1883313/000188331326000035/0001883313-26-000035-index.htm
VITL,DEFA14A,2026-04-27T16:08:34-04:00,172,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1579733/000119312526182084/0001193125-26-182084-index.htm
CGTX,DEFA14A,2026-04-27T16:07:53-04:00,173,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1455365/000110465926049436/0001104659-26-049436-index.htm
DFTX,DEFA14A,2026-04-27T16:07:02-04:00,173,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1813814/000119312526182066/0001193125-26-182066-index.htm
FRPT,DEFA14A,2026-04-27T16:07:19-04:00,173,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1611647/000114036126017087/0001140361-26-017087-index.htm
KYNB,DEFA14A,2026-04-27T16:07:30-04:00,173,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/921299/000119312526182071/0001193125-26-182071-index.htm
YEXT,DEFA14A,2026-04-27T16:07:11-04:00,173,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1614178/000162828026027492/0001628280-26-027492-index.htm
BRX,10-Q,2026-04-27T16:06:16-04:00,174,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1581068/000158106826000021/0001581068-26-000021-index.htm
MMLP,10-Q,2026-04-27T16:06:04-04:00,174,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1176334/000117633426000022/0001176334-26-000022-index.htm
QDEL,DEFA14A,2026-04-27T16:06:23-04:00,174,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1906324/000190632426000019/0001906324-26-000019-index.htm
WEX,DFAN14A,2026-04-27T16:06:50-04:00,174,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1309108/000092189526001087/0000921895-26-001087-index.htm
YLY,F-1,2026-04-27T16:06:47-04:00,174,5,3,6,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/2053115/000149315226019131/0001493152-26-019131-index.htm
IPWR,DEF 14A,2026-04-27T16:05:31-04:00,175,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1507957/000143774926013466/0001437749-26-013466-index.htm
SVC,DEFA14A,2026-04-27T16:05:31-04:00,175,7,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/945394/000110465926049433/0001104659-26-049433-index.htm
BOH-PB,10-Q,2026-04-27T16:03:45-04:00,177,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/46195/000004619526000036/0000046195-26-000036-index.htm
EXLS,DEFA14A,2026-04-27T16:03:30-04:00,177,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1297989/000119312526181983/0001193125-26-181983-index.htm
RGEN,DEFA14A,2026-04-27T16:03:42-04:00,177,9,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/730272/000119312526182014/0001193125-26-182014-index.htm
XNCR,DEFA14A,2026-04-27T16:03:39-04:00,177,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1326732/000132673226000032/0001326732-26-000032-index.htm
PSA-PG,10-Q,2026-04-27T16:02:12-04:00,178,11,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1393311/000162828026027487/0001628280-26-027487-index.htm
TMUSL,DEFA14A,2026-04-27T16:02:48-04:00,178,8,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1283699/000119312526181898/0001193125-26-181898-index.htm
STLD,10-Q,2026-04-27T16:00:40-04:00,180,9,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1022671/000110465926049415/0001104659-26-049415-index.htm
LRHC,8-K/A,2026-04-27T08:30:14-04:00,630,6,6,6,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1879403/000121390026047768/0001213900-26-047768-index.htm
RYDAF,6-K,2026-04-27T12:03:30-04:00,417,6,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1306965/000117184326002729/0001171843-26-002729-index.htm
POET,6-K,2026-04-27T11:45:59-04:00,434,3,2,5,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1437424/000117184326002726/0001171843-26-002726-index.htm
RLXXF,6-K,2026-04-27T11:46:52-04:00,434,7,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/929869/000092986926000035/0000929869-26-000035-index.htm
ICHGF,6-K,2026-04-27T11:33:05-04:00,447,7,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/858446/000165495426003950/0001654954-26-003950-index.htm
CINT,6-K,2026-04-27T10:19:37-04:00,521,2,2,5,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1868995/000129281426002535/0001292814-26-002535-index.htm
CCEP,6-K,2026-04-27T10:18:05-04:00,522,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1650107/000165010726000057/0001650107-26-000057-index.htm
MPU,6-K,2026-04-27T09:40:01-04:00,560,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1953021/000121390026047798/0001213900-26-047798-index.htm
TUYA,6-K,2026-04-27T09:17:32-04:00,583,4,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1829118/000110465926049115/0001104659-26-049115-index.htm
NFGC,6-K,2026-04-27T09:13:16-04:00,587,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1840616/000110465926049104/0001104659-26-049104-index.htm
EUDA,6-K,2026-04-27T09:00:03-04:00,600,2,5,5,0,delist,no_market_data,-delist,,,,,https://www.sec.gov/Archives/edgar/data/1847846/000149315226019083/0001493152-26-019083-index.htm
RPGL,6-K,2026-04-27T09:00:16-04:00,600,4,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1912884/000121390026047784/0001213900-26-047784-index.htm
HUYA,6-K,2026-04-27T08:46:46-04:00,614,4,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1728190/000110465926049077/0001104659-26-049077-index.htm
MAXN,6-K,2026-04-27T08:43:12-04:00,617,4,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1796898/000119312526179237/0001193125-26-179237-index.htm
REAX,6-K,2026-04-27T08:31:58-04:00,628,9,11,5,0,,no_market_data,+cash flow;+definitive agreement;+deleveraging;+merger agreement,,,,,https://www.sec.gov/Archives/edgar/data/1862461/000110465926049066/0001104659-26-049066-index.htm
RDHL,6-K,2026-04-27T08:04:19-04:00,656,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1553846/000117891326002231/0001178913-26-002231-index.htm
MSOGF,6-K,2026-04-27T08:00:57-04:00,659,2,2,5,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1815846/000110465926049046/0001104659-26-049046-index.htm
KEP,6-K,2026-04-27T07:57:30-04:00,663,4,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/887225/000119312526178954/0001193125-26-178954-index.htm
RYAOF,6-K,2026-04-27T07:56:35-04:00,664,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1038683/000165495426003945/0001654954-26-003945-index.htm
YAAS,6-K,2026-04-27T07:38:08-04:00,682,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1964946/000149315226019058/0001493152-26-019058-index.htm
IPX,6-K,2026-04-27T07:32:42-04:00,688,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1898601/000114036126016841/0001140361-26-016841-index.htm
USAS,6-K,2026-04-27T07:23:39-04:00,697,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1286973/000106299326002149/0001062993-26-002149-index.htm
NONOF,6-K,2026-04-27T07:21:33-04:00,699,5,8,5,0,,no_market_data,+share repurchase,,,,,https://www.sec.gov/Archives/edgar/data/353278/000117184326002719/0001171843-26-002719-index.htm
IAG,6-K,2026-04-27T07:18:22-04:00,702,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1203464/000106299326002147/0001062993-26-002147-index.htm
SPHIF,6-K,2026-04-27T07:17:53-04:00,703,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1995306/000110465926049005/0001104659-26-049005-index.htm
WEIBF,6-K,2026-04-27T07:15:37-04:00,705,4,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1595761/000110465926049003/0001104659-26-049003-index.htm
HSIGF,6-K,2026-04-27T07:02:25-04:00,718,5,5,5,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1861737/000110465926048977/0001104659-26-048977-index.htm
ANL,F-3,2026-04-24T14:24:38-04:00,4596,-4,2,5,0,offering,no_mcap_data,-offering,,13.2500,592607,,https://www.sec.gov/Archives/edgar/data/1944552/000121390026047439/0001213900-26-047439-index.htm
VIASP,10-K,2026-04-27T15:17:11-04:00,223,3,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1606268/000160626826000020/0001606268-26-000020-index.htm
EMYB,DEF 14A,2026-04-27T15:06:12-04:00,234,5,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1449794/000144979426000005/0001449794-26-000005-index.htm
LBSR,10-K,2026-04-27T14:48:39-04:00,252,3,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1172178/000149315226019103/0001493152-26-019103-index.htm
SEIC,10-Q,2026-04-27T14:45:50-04:00,255,4,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/350894/000035089426000030/0000350894-26-000030-index.htm
DWTX,DEF 14A,2026-04-27T14:30:08-04:00,270,3,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1818844/000110465926049277/0001104659-26-049277-index.htm
STK,DEF 14A,2026-04-27T14:07:40-04:00,293,3,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1471420/000119312526181404/0001193125-26-181404-index.htm
UPX,F-1,2026-04-27T13:41:45-04:00,319,0,1,4,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/2046370/000121390026047926/0001213900-26-047926-index.htm
ELA,DEF 14A,2026-04-27T13:10:57-04:00,349,3,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/701719/000070171926000010/0000701719-26-000010-index.htm
INDP,8-K/A,2026-04-24T17:00:45-04:00,4440,10,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1857044/000149315226018954/0001493152-26-018954-index.htm
ANABV,8-K/A,2026-04-24T16:17:16-04:00,4483,10,4,4,0,,est_mcap_from_sec_shares;thin_volume,,,43.8000,3014,1259173569,https://www.sec.gov/Archives/edgar/data/1370053/000119312526177317/0001193125-26-177317-index.htm
NVCR,8-K/A,2026-04-24T16:08:39-04:00,4492,10,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1645113/000164511326000038/0001645113-26-000038-index.htm
PGC,8-K/A,2026-04-24T15:22:47-04:00,4538,11,4,4,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1050743/000119312526176900/0001193125-26-176900-index.htm
