state,ori,county,agency_name,agency_type,nibrs,nibrs_start,lat,lon,captured_at
TX,TX1100600,HOCKLEY,Sundown Police Department,City,0,,33.6059,-102.3434,2026-04-27T17:54:22Z
TX,TX1110400,HOOD,Fire Marshal's Office: Hood County,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1110100,HOOD,Granbury Police Department,City,1,2019-11-01,32.4301,-97.8317,2026-04-27T17:54:22Z
TX,TX1110800,HOOD,Hood County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1110500,HOOD,Hood County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1110000,HOOD,Hood County Sheriff's Office,County,1,2017-09-01,32.4301,-97.8317,2026-04-27T17:54:22Z
TX,TX1110200,HOOD,Lipan Marshal's Office,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1110300,HOOD,Tolar Police Department,City,1,2023-09-01,32.4301,-97.8317,2026-04-27T17:54:22Z
TX,TX1120100,HOPKINS,Cumby Police Department,City,1,2025-06-01,33.1490,-95.5652,2026-04-27T17:54:22Z
TX,TX1120300,HOPKINS,Hopkins County Constable: Precinct 1,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1120400,HOPKINS,Hopkins County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1120000,HOPKINS,Hopkins County Sheriff's Office,County,1,2019-02-01,33.1396,-95.5993,2026-04-27T17:54:22Z
TX,TX1120900,HOPKINS,Independent School District: Como-Pickton Consol,Other,1,2026-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1121000,HOPKINS,Independent School District: Cumby,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1120800,HOPKINS,Independent School District: Saltillo,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1121200,HOPKINS,Independent School District: Sulphur Bluff,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1120200,HOPKINS,Sulphur Springs Police Department,City,1,2019-11-01,33.1376,-95.6029,2026-04-27T17:54:22Z
TX,TX1130100,HOUSTON,Crockett Police Department,City,1,2020-08-01,31.3192,-95.4570,2026-04-27T17:54:22Z
TX,TX1130800,HOUSTON,Fire Marshal's Office: Crockett,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1130700,HOUSTON,Fire Marshal's Office: Houston County,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1130500,HOUSTON,Grapeland Police Department,City,1,2018-03-01,31.3230,-95.4216,2026-04-27T17:54:22Z
TX,TX1130600,HOUSTON,Houston County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1131200,HOUSTON,Houston County Constable: Precinct 2,Other,1,2024-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1130000,HOUSTON,Houston County Sheriff's Office,County,1,2018-01-01,31.3183,-95.4604,2026-04-27T17:54:22Z
TX,TX1131100,HOUSTON,Independent School District: Crockett,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1131300,HOUSTON,Independent School District: Grapeland,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1131400,HOUSTON,Independent School District: Kennard,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1130900,HOUSTON,Independent School District: Latexo,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1131000,HOUSTON,Independent School District: Lovelady,Other,1,2023-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1140100,HOWARD,Big Spring Police Department,City,1,2018-01-01,32.2529,-101.4729,2026-04-27T17:54:22Z
TX,TX1140000,HOWARD,Howard County Sheriff's Office,County,1,2019-01-01,32.3035,-101.4388,2026-04-27T17:54:22Z
TX,TX1150000,HUDSPETH,Hudspeth County Sheriff's Office,County,1,2018-04-01,31.4509,-105.3775,2026-04-27T17:54:22Z
TX,TX1160700,HUNT,Caddo Mills Police Department,City,1,2020-01-01,33.1233,-96.0842,2026-04-27T17:54:22Z
TX,TX1162100,HUNT,Fire Marshal's Office: Commerce,Other,1,2025-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1161800,HUNT,Fire Marshal's Office: Hunt County,Other,1,2025-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1161600,HUNT,Hawk Cove Police Department,City,1,2026-02-01,33.1233,-96.0842,2026-04-27T17:54:22Z
TX,TX1160800,HUNT,Hunt County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1160900,HUNT,Hunt County Constable: Precinct 3,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1161000,HUNT,Hunt County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1162400,HUNT,Independent School District: Lone Oak,Other,1,2025-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1161700,HUNT,Independent School District: Quinlan,Other,1,2023-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1161200,HUNT,Lone Oak Police Department,City,1,2025-07-01,33.1233,-96.0842,2026-04-27T17:54:22Z
TX,TX1161400,HUNT,Quinlan Police Department,City,1,2023-08-01,33.1233,-96.0842,2026-04-27T17:54:22Z
TX,TX1161300,HUNT,West Tawakoni Police Department,City,0,,32.9036,-96.0509,2026-04-27T17:54:22Z
TX,TX1170100,HUTCHINSON,Borger Police Department,City,1,2016-07-01,35.8370,-101.3627,2026-04-27T17:54:22Z
TX,TX1170000,HUTCHINSON,Hutchinson County Sheriff's Office,County,1,2021-01-01,35.8370,-101.3627,2026-04-27T17:54:22Z
TX,TX1170500,HUTCHINSON,Stinnett Police Department,City,1,2020-09-01,35.8370,-101.3627,2026-04-27T17:54:22Z
TX,TX1180000,IRION,Irion County Sheriff's Office,County,1,2018-08-01,31.3034,-100.9813,2026-04-27T17:54:22Z
TX,TX1190000,JACK,Jack County Sheriff's Office,County,1,2020-06-01,33.2324,-98.1719,2026-04-27T17:54:22Z
TX,TX1190100,JACK,Jacksboro Police Department,City,1,2021-01-01,33.2324,-98.1719,2026-04-27T17:54:22Z
TX,TX1200100,JACKSON,Edna Police Department,City,1,2011-11-01,28.9757,-96.6482,2026-04-27T17:54:22Z
TX,TX1200200,JACKSON,Ganado Police Department,City,1,2021-01-01,28.9598,-96.5891,2026-04-27T17:54:22Z
TX,TX1200000,JACKSON,Jackson County Sheriff's Office,County,1,2012-07-01,28.9784,-96.6467,2026-04-27T17:54:22Z
TX,TX1200800,JACKSON,Lavaca-Navidad River Authority,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1210300,JASPER,Jasper County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1210400,JASPER,Jasper County Constable: Precinct 2,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1210600,JASPER,Jasper County Constable: Precinct 4,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1210700,JASPER,Jasper County Constable: Precinct 5,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1210000,JASPER,Jasper County Sheriff's Office,County,1,2021-01-01,30.9258,-93.9887,2026-04-27T17:54:22Z
TX,TX1210100,JASPER,Jasper Police Department,City,1,2018-06-01,30.9161,-94.0003,2026-04-27T17:54:22Z
TX,TX1210200,JASPER,Kirbyville Police Department,City,1,2024-12-01,30.6606,-93.8928,2026-04-27T17:54:22Z
TX,TX1220000,JEFF DAVIS,Jeff Davis County Sheriff's Office,County,1,2021-01-01,30.6173,-104.1878,2026-04-27T17:54:22Z
TX,TX1230100,JEFFERSON,Beaumont Police Department,City,1,2020-08-01,29.8540,-94.1493,2026-04-27T17:54:22Z
TX,TX1230300,JEFFERSON,Groves Police Department,City,1,2020-10-01,29.8540,-94.1493,2026-04-27T17:54:22Z
TX,TX1232100,JEFFERSON,Independent School District: Beaumont,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1230900,JEFFERSON,Jefferson County Constable: Precinct 1,Other,1,2024-03-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1231100,JEFFERSON,Jefferson County Constable: Precinct 2,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1231300,JEFFERSON,Jefferson County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1231800,JEFFERSON,Jefferson County Constable: Precinct 8,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1230000,JEFFERSON,Jefferson County Sheriff's Office,County,1,2020-11-01,30.0795,-94.0944,2026-04-27T17:54:22Z
TX,TX1231000,JEFFERSON,Lamar University: Beaumont,University or Co,1,2021-01-01,29.8540,-94.1493,2026-04-27T17:54:22Z
TX,TX1230500,JEFFERSON,Nederland Police Department,City,1,2018-12-01,29.8540,-94.1493,2026-04-27T17:54:22Z
TX,TX1230800,JEFFERSON,Port Neches Police Department,City,1,2016-09-01,29.8540,-94.1493,2026-04-27T17:54:22Z
TX,TX1231600,JEFFERSON,Port of Beaumont,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1230700,"JEFFERSON, ORANGE",Port Arthur Police Department,City,1,2019-09-01,29.8540,-94.1493,2026-04-27T17:54:22Z
TX,TX1240000,JIM HOGG,Jim Hogg County Sheriff's Office,County,1,2019-01-01,27.3066,-98.6771,2026-04-27T17:54:22Z
TX,TX1250100,JIM WELLS,Alice Police Department,City,1,2021-01-01,27.7335,-98.0908,2026-04-27T17:54:22Z
TX,TX1250300,JIM WELLS,Jim Wells County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1250000,JIM WELLS,Jim Wells County Sheriff's Office,County,1,2021-01-01,27.7532,-98.0700,2026-04-27T17:54:22Z
TX,TX1250800,JIM WELLS,Orange Grove Police Department,City,1,2023-09-01,27.7335,-98.0908,2026-04-27T17:54:22Z
TX,TX1250200,JIM WELLS,Premont Police Department,City,1,2021-01-01,27.7335,-98.0908,2026-04-27T17:54:22Z
TX,TX1260100,JOHNSON,Alvarado Police Department,City,1,2020-01-01,32.4070,-97.2123,2026-04-27T17:54:22Z
TX,TX1260300,JOHNSON,Cleburne Police Department,City,1,1999-01-01,32.3798,-97.3650,2026-04-27T17:54:22Z
TX,TX1261300,JOHNSON,Godley Police Department,City,1,2019-10-01,32.3798,-97.3650,2026-04-27T17:54:22Z
TX,TX1261700,JOHNSON,Independent School District: Keene,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1262000,JOHNSON,Independent School District: Vensus,Other,1,2020-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1260800,JOHNSON,Johnson County Constable: Precinct 1,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1260900,JOHNSON,Johnson County Constable: Precinct 2,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1261000,JOHNSON,Johnson County Constable: Precinct 3,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1261100,JOHNSON,Johnson County Constable: Precinct 4,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1260000,JOHNSON,Johnson County Sheriff's Office,County,1,2019-02-01,32.3726,-97.3890,2026-04-27T17:54:22Z
TX,TX1260500,JOHNSON,Joshua Police Department,City,1,2019-02-01,32.4603,-97.3884,2026-04-27T17:54:22Z
TX,TX1260600,JOHNSON,Keene Police Department,City,1,2014-01-01,32.3962,-97.3286,2026-04-27T17:54:22Z
TX,TX1260200,"JOHNSON, TARRANT",Burleson Police Department,City,1,2019-02-01,32.5428,-97.3243,2026-04-27T17:54:22Z
TX,TX2200600,"JOHNSON, TARRANT",Crowley Police Department,City,1,2019-12-01,32.7720,-97.2913,2026-04-27T17:54:22Z
TX,TX1270100,JONES,Anson Police Department,City,1,2019-06-01,32.7548,-99.8968,2026-04-27T17:54:22Z
TX,TX1270200,JONES,Hamlin Police Department,City,1,2018-12-01,32.7437,-99.8744,2026-04-27T17:54:22Z
TX,TX1270500,JONES,Hawley Police Department,City,1,2022-01-01,32.7437,-99.8744,2026-04-27T17:54:22Z
TX,TX1270000,JONES,Jones County Sheriff's Office,County,1,2021-01-01,32.7437,-99.8744,2026-04-27T17:54:22Z
TX,TX2210100,"JONES, TAYLOR",Abilene Police Department,City,1,2017-06-01,32.2951,-99.8936,2026-04-27T17:54:22Z
TX,TX1280100,KARNES,Karnes City Police Department,City,1,2020-12-01,28.8850,-97.9026,2026-04-27T17:54:22Z
TX,TX1280000,KARNES,Karnes County Sheriff's Office,County,1,2019-11-01,28.8851,-97.9011,2026-04-27T17:54:22Z
TX,TX1280200,KARNES,Kenedy Police Department,City,1,2019-10-01,28.8186,-97.8503,2026-04-27T17:54:22Z
TX,TX1290900,KAUFMAN,Crandall Police Department,City,1,2019-07-01,32.5989,-96.2884,2026-04-27T17:54:22Z
TX,TX1290100,KAUFMAN,Forney Police Department,City,1,2006-03-01,32.5989,-96.2884,2026-04-27T17:54:22Z
TX,TX1292300,KAUFMAN,Independent School District: Forney,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1291400,KAUFMAN,Independent School District: Kemp,Other,1,2025-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1291300,KAUFMAN,Independent School District: Terrell,Other,1,2019-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1290600,KAUFMAN,Kaufman County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1291000,KAUFMAN,Kaufman County Constable: Precinct 2,Other,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1291100,KAUFMAN,Kaufman County Constable: Precinct 3,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1290000,KAUFMAN,Kaufman County Sheriff's Office,County,1,2009-06-01,32.5989,-96.2884,2026-04-27T17:54:22Z
TX,TX1290200,KAUFMAN,Kaufman Police Department,City,1,2016-07-01,32.5877,-96.3090,2026-04-27T17:54:22Z
TX,TX1290300,KAUFMAN,Kemp Police Department,City,1,2019-06-01,32.5989,-96.2884,2026-04-27T17:54:22Z
TX,TX1290500,KAUFMAN,Terrell Police Department,City,1,2014-07-01,32.5989,-96.2884,2026-04-27T17:54:22Z
TX,TX1990300,"KAUFMAN, ROCKWALL",Heath Police Department,City,1,2011-01-01,32.8367,-96.4750,2026-04-27T17:54:22Z
TX,TX1300100,KENDALL,Boerne Police Department,City,1,2016-08-01,29.9445,-98.7111,2026-04-27T17:54:22Z
TX,TX1300200,KENDALL,Kendall County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1300300,KENDALL,Kendall County Constable: Precinct 2,Other,1,2023-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1300400,KENDALL,Kendall County Constable: Precinct 3,Other,1,2023-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1300500,KENDALL,Kendall County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1300000,KENDALL,Kendall County Sheriff's Office,County,1,2016-11-01,29.8047,-98.7226,2026-04-27T17:54:22Z
TX,TX1310000,KENEDY,Kenedy County Sheriff's Office,County,1,2018-08-01,26.8941,-97.5865,2026-04-27T17:54:22Z
TX,TX1320000,KENT,Kent County Sheriff's Office,County,0,,33.1848,-100.7697,2026-04-27T17:54:22Z
TX,TX1330800,KERR,Independent School District: Centerpoint,Other,1,2020-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1330500,KERR,Ingram Police Department,City,1,2018-04-01,30.0736,-99.2389,2026-04-27T17:54:22Z
TX,TX1330300,KERR,Kerr County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1330400,KERR,Kerr County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1330700,KERR,Kerr County Constable: Precinct 3,Other,1,2023-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1330600,KERR,Kerr County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1330000,KERR,Kerr County Sheriff's Office,County,1,2021-01-01,30.0287,-99.1232,2026-04-27T17:54:22Z
TX,TX1330100,KERR,Kerrville Police Department,City,1,2019-01-01,30.0600,-99.3533,2026-04-27T17:54:22Z
TX,TX1340100,KIMBLE,Junction Police Department,City,1,2019-01-01,30.4884,-99.7653,2026-04-27T17:54:22Z
TX,TX1340000,KIMBLE,Kimble County Sheriff's Office,County,1,2020-07-01,30.4795,-99.7464,2026-04-27T17:54:22Z
TX,TX1350000,KING,King County Sheriff's Office,County,1,2021-01-01,33.6142,-100.2505,2026-04-27T17:54:22Z
TX,TX1360100,KINNEY,Kinney County Constable: Precinct 1,Other,1,2025-03-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1360000,KINNEY,Kinney County Sheriff's Office,County,1,2023-01-01,29.3471,-100.4177,2026-04-27T17:54:22Z
TX,TX1370100,KLEBERG,Kingsville Police Department,City,1,2021-01-01,27.4387,-97.6606,2026-04-27T17:54:22Z
TX,TX1370000,KLEBERG,Kleberg County Sheriff's Office,County,1,2020-05-01,27.4387,-97.6606,2026-04-27T17:54:22Z
TX,TX1370300,KLEBERG,Texas A&M University: Kingsville,University or Co,0,,27.4387,-97.6606,2026-04-27T17:54:22Z
TX,TX1380200,KNOX,Knox City Police Department,City,1,2018-07-01,33.6167,-99.7471,2026-04-27T17:54:22Z
TX,TX1380000,KNOX,Knox County Sheriff's Office,County,1,2021-01-01,33.6167,-99.7471,2026-04-27T17:54:22Z
TX,TX1380300,KNOX,Munday Police Department,City,1,2021-01-01,33.6167,-99.7471,2026-04-27T17:54:22Z
TX,TX1420600,LA SALLE,Encinal Police Department,City,1,2023-01-01,28.3511,-99.0968,2026-04-27T17:54:22Z
TX,TX1420000,LA SALLE,La Salle County Sheriff's Office,County,1,2020-12-01,28.3511,-99.0968,2026-04-27T17:54:22Z
TX,TX1391100,LAMAR,Independent School District: Chisum,Other,1,2024-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1391400,LAMAR,Independent School District: North Lamar,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1391300,LAMAR,Independent School District: Paris,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1391500,LAMAR,Independent School District: Prairiland,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1390600,LAMAR,Lamar County Constable: Precinct 2,Other,1,2025-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1390000,LAMAR,Lamar County Sheriff's Office,County,1,2021-01-01,33.6523,-95.5576,2026-04-27T17:54:22Z
TX,TX1390400,LAMAR,Paris Junior College,University or Co,1,2020-12-01,33.6673,-95.5703,2026-04-27T17:54:22Z
TX,TX1390200,LAMAR,Paris Police Department,City,1,2020-01-01,33.6506,-95.5238,2026-04-27T17:54:22Z
TX,TX1391000,LAMAR,"Reno Police Department, Lamar County",City,1,2016-01-01,33.6673,-95.5703,2026-04-27T17:54:22Z
TX,TX1400000,LAMB,Lamb County Sheriff's Office,County,1,2021-01-01,33.9176,-102.3205,2026-04-27T17:54:22Z
TX,TX1400300,LAMB,Littlefield Police Department,City,1,2017-01-01,34.0689,-102.3480,2026-04-27T17:54:22Z
TX,TX1400400,LAMB,Olton Police Department,City,0,,34.0689,-102.3480,2026-04-27T17:54:22Z
TX,TX1400500,LAMB,Sudan Police Department,City,1,2019-01-01,34.0689,-102.3480,2026-04-27T17:54:22Z
TX,TX1410800,LAMPASAS,Kempner Police Department,City,1,2020-07-01,31.1967,-98.2409,2026-04-27T17:54:22Z
TX,TX1410200,LAMPASAS,Lampasas County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1410000,LAMPASAS,Lampasas County Sheriff's Office,County,1,2019-07-01,31.1967,-98.2409,2026-04-27T17:54:22Z
TX,TX1410100,LAMPASAS,Lampasas Police Department,City,1,2016-09-01,31.1967,-98.2409,2026-04-27T17:54:22Z
TX,TX1410600,LAMPASAS,Lometa Police Department,City,1,2024-01-01,31.1967,-98.2409,2026-04-27T17:54:22Z
TX,TX1430100,LAVACA,Hallettsville Police Department,City,1,2017-03-01,29.4438,-96.9430,2026-04-27T17:54:22Z
TX,TX1430500,LAVACA,Lavaca County Constable: Precinct 2,Other,1,2025-05-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1430600,LAVACA,Lavaca County Constable: Precinct 3,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1430700,LAVACA,Lavaca County Constable: Precinct 4,Other,1,2025-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1430000,LAVACA,Lavaca County Sheriff's Office,County,1,2012-01-01,29.3826,-96.9236,2026-04-27T17:54:22Z
TX,TX1431000,LAVACA,Moulton Police Department,City,1,2018-06-01,29.3826,-96.9236,2026-04-27T17:54:22Z
TX,TX1430200,LAVACA,Shiner Police Department,City,1,2022-01-01,29.3826,-96.9236,2026-04-27T17:54:22Z
TX,TX1440100,LEE,Giddings Police Department,City,1,2019-05-01,30.1801,-96.9375,2026-04-27T17:54:22Z
TX,TX1440600,LEE,Lee County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1440000,LEE,Lee County Sheriff's Office,County,1,2019-09-01,30.3211,-96.9764,2026-04-27T17:54:22Z
TX,TX1440200,LEE,Lexington Police Department,City,1,2022-01-01,30.3211,-96.9764,2026-04-27T17:54:22Z
TX,TX1450100,LEON,Buffalo Police Department,City,1,2020-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1451400,LEON,Independent School District: Buffalo,Other,1,2025-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1451300,LEON,Independent School District: Normangee,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1451600,LEON,Independent School District: Oakwood,Other,1,2025-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1451000,LEON,Jewett Police Department,City,1,2024-05-01,31.3005,-95.9956,2026-04-27T17:54:22Z
TX,TX1450200,LEON,Leon County Constable: Precinct 1,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1450300,LEON,Leon County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1450000,LEON,Leon County Sheriff's Office,County,1,2018-01-01,31.3005,-95.9956,2026-04-27T17:54:22Z
TX,TX1450900,"LEON, MADISON",Normangee Police Department,City,1,2015-08-01,31.3005,-95.9956,2026-04-27T17:54:22Z
TX,TX1460300,LIBERTY,Dayton Police Department,City,1,2017-05-01,30.0460,-94.8871,2026-04-27T17:54:22Z
TX,TX1461900,LIBERTY,Independent School District: Cleveland,Other,1,2025-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1460000,LIBERTY,Liberty County Sheriff's Office,County,1,2018-01-01,30.1622,-94.8227,2026-04-27T17:54:22Z
TX,TX1460400,LIBERTY,Liberty Police Department,City,1,2020-12-01,30.1622,-94.8227,2026-04-27T17:54:22Z
TX,TX1462100,LIBERTY,Plum Grove Police Department,City,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1460100,"LIBERTY, MONTGOMERY",Cleveland Police Department,City,1,2024-01-01,30.3430,-95.0775,2026-04-27T17:54:22Z
TX,TX1470100,LIMESTONE,Coolidge Police Department,City,1,2025-06-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1470200,LIMESTONE,Groesbeck Police Department,City,1,2018-07-01,31.5475,-96.5936,2026-04-27T17:54:22Z
TX,TX1471100,LIMESTONE,Independent School District: Mexia,Other,0,,31.6865,-96.4768,2026-04-27T17:54:22Z
TX,TX1470800,LIMESTONE,Limestone County Constable: Precinct 2,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1470500,LIMESTONE,Limestone County Constable: Precinct 3,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1470000,LIMESTONE,Limestone County Sheriff's Office,County,1,2021-01-01,31.5151,-96.5131,2026-04-27T17:54:22Z
TX,TX1470300,LIMESTONE,Mexia Police Department,City,1,2018-01-01,31.5475,-96.5936,2026-04-27T17:54:22Z
TX,TX1550800,"LIMESTONE, MCLENNAN",Mart Police Department,City,0,,31.5495,-97.2015,2026-04-27T17:54:22Z
TX,TX1480000,LIPSCOMB,Lipscomb County Sheriff's Office,County,1,2019-12-01,36.2802,-100.2727,2026-04-27T17:54:22Z
TX,TX1480200,"LIPSCOMB, OCHILTREE",Booker Police Department,City,1,2026-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1490700,LIVE OAK,George West Police Department,City,1,2021-09-01,28.3515,-98.1270,2026-04-27T17:54:22Z
TX,TX1490000,LIVE OAK,Live Oak County Sheriff's Office,County,1,2023-01-01,28.3515,-98.1270,2026-04-27T17:54:22Z
TX,TX1490100,LIVE OAK,Three Rivers Police Department,City,1,2019-07-01,28.3515,-98.1270,2026-04-27T17:54:22Z
TX,TX1500900,LLANO,Independent School District: Llano,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1500200,LLANO,Llano County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1500300,LLANO,Llano County Constable: Precinct 2,Other,1,2023-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1500400,LLANO,Llano County Constable: Precinct 3,Other,1,2023-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1500800,LLANO,Llano County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1500000,LLANO,Llano County Sheriff's Office,County,1,2019-05-01,30.7076,-98.6847,2026-04-27T17:54:22Z
TX,TX1500100,LLANO,Llano Police Department,City,1,1998-01-01,30.7503,-98.6783,2026-04-27T17:54:22Z
TX,TX1500500,LLANO,Sunrise Beach Village Police Department,City,1,2019-01-01,30.5898,-98.4250,2026-04-27T17:54:22Z
TX,TX1510000,LOVING,Loving County Sheriff's Office,County,1,2019-05-01,31.8449,-103.5612,2026-04-27T17:54:22Z
TX,TX1520100,LUBBOCK,Idalou Police Department,City,1,2019-01-01,33.6115,-101.8199,2026-04-27T17:54:22Z
TX,TX1520700,LUBBOCK,Independent School District: Frenship,Other,1,2023-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1520000,LUBBOCK,Lubbock County Sheriff's Office,County,1,1998-05-01,33.6115,-101.8199,2026-04-27T17:54:22Z
TX,TX1521300,LUBBOCK,Lubbock County Water Control and Improvement Dis,Other,1,2024-01-01,33.6115,-101.8199,2026-04-27T17:54:22Z
