ticker,momentum_score,form,updated_utc,recency_min,link
ILAL,17,10-K,2026-04-27T17:31:08-04:00,89,https://www.sec.gov/Archives/edgar/data/1657214/000149315226019199/0001493152-26-019199-index.htm
AREB,17,10-K,2026-04-27T17:25:16-04:00,95,https://www.sec.gov/Archives/edgar/data/1648087/000149315226019190/0001493152-26-019190-index.htm
OGN,17,DEFA14A,2026-04-27T17:18:27-04:00,102,https://www.sec.gov/Archives/edgar/data/1821825/000119312526182416/0001193125-26-182416-index.htm
XGN,17,DEFA14A,2026-04-27T17:18:12-04:00,102,https://www.sec.gov/Archives/edgar/data/1274737/000127473726000021/0001274737-26-000021-index.htm
OVID,17,DEFA14A,2026-04-27T17:12:01-04:00,108,https://www.sec.gov/Archives/edgar/data/1636651/000162828026027624/0001628280-26-027624-index.htm
ALIT,17,DEFA14A,2026-04-27T17:11:51-04:00,109,https://www.sec.gov/Archives/edgar/data/1809104/000162828026027623/0001628280-26-027623-index.htm
TREE,17,DEFA14A,2026-04-27T17:08:24-04:00,112,https://www.sec.gov/Archives/edgar/data/1434621/000114036126017149/0001140361-26-017149-index.htm
ASTI,17,DEFA14A,2026-04-27T17:05:01-04:00,115,https://www.sec.gov/Archives/edgar/data/1350102/000107997326000544/0001079973-26-000544-index.htm
AVIR,17,DEFA14A,2026-04-27T16:57:59-04:00,122,https://www.sec.gov/Archives/edgar/data/1593899/000119312526182340/0001193125-26-182340-index.htm
MGX,17,DEFA14A,2026-04-27T16:58:07-04:00,122,https://www.sec.gov/Archives/edgar/data/1785279/000119312526182339/0001193125-26-182339-index.htm
EBS,17,DEFA14A,2026-04-27T16:55:15-04:00,125,https://www.sec.gov/Archives/edgar/data/1367644/000119312526182326/0001193125-26-182326-index.htm
IPSC,17,DEFA14A,2026-04-27T16:54:16-04:00,126,https://www.sec.gov/Archives/edgar/data/1850119/000110465926049493/0001104659-26-049493-index.htm
BRLT,17,DEFA14A,2026-04-27T16:53:24-04:00,127,https://www.sec.gov/Archives/edgar/data/1866757/000162828026027583/0001628280-26-027583-index.htm
STKL,17,10-K,2026-04-27T16:46:25-04:00,134,https://www.sec.gov/Archives/edgar/data/351834/000106299326002169/0001062993-26-002169-index.htm
MWC,17,F-1,2026-04-27T16:45:10-04:00,135,https://www.sec.gov/Archives/edgar/data/2083526/000182912626003987/0001829126-26-003987-index.htm
RBNE,17,SC TO-I,2026-04-27T16:43:24-04:00,137,https://www.sec.gov/Archives/edgar/data/2039060/000114036126017143/0001140361-26-017143-index.htm
QNCX,17,DEFA14A,2026-04-27T16:41:11-04:00,139,https://www.sec.gov/Archives/edgar/data/1662774/000119312526182267/0001193125-26-182267-index.htm
ALH,17,DEFA14A,2026-04-27T16:39:07-04:00,141,https://www.sec.gov/Archives/edgar/data/1317685/000162828026027536/0001628280-26-027536-index.htm
NVCT,17,DEFA14A,2026-04-27T16:39:33-04:00,141,https://www.sec.gov/Archives/edgar/data/1875558/000110465926049480/0001104659-26-049480-index.htm
SPRO,17,DEFA14A,2026-04-27T16:39:05-04:00,141,https://www.sec.gov/Archives/edgar/data/1701108/000119312526182256/0001193125-26-182256-index.htm
EWCZ,17,10-K,2026-04-27T16:38:44-04:00,142,https://www.sec.gov/Archives/edgar/data/1856236/000119312526182250/0001193125-26-182250-index.htm
RMAX,17,DEFA14A,2026-04-27T16:38:34-04:00,142,https://www.sec.gov/Archives/edgar/data/1581091/000110465926049478/0001104659-26-049478-index.htm
GETY,17,10-K,2026-04-27T16:35:21-04:00,145,https://www.sec.gov/Archives/edgar/data/1898496/000162828026027529/0001628280-26-027529-index.htm
COOK,17,DEFA14A,2026-04-27T16:34:48-04:00,146,https://www.sec.gov/Archives/edgar/data/1857853/000162828026027528/0001628280-26-027528-index.htm
PAYO,17,DEFA14A,2026-04-27T16:34:27-04:00,146,https://www.sec.gov/Archives/edgar/data/1845815/000110465926049470/0001104659-26-049470-index.htm
PEP,17,25,2026-04-27T16:33:54-04:00,146,https://www.sec.gov/Archives/edgar/data/77476/000135445726000377/0001354457-26-000377-index.htm
SILA,17,10-K,2026-04-27T16:34:12-04:00,146,https://www.sec.gov/Archives/edgar/data/1567925/000156792526000013/0001567925-26-000013-index.htm
ACI,17,10-K,2026-04-27T16:33:13-04:00,147,https://www.sec.gov/Archives/edgar/data/1646972/000164697226000032/0001646972-26-000032-index.htm
HUBS,17,DEFA14A,2026-04-27T16:33:31-04:00,147,https://www.sec.gov/Archives/edgar/data/1404655/000119312526182218/0001193125-26-182218-index.htm
SD,17,DEFA14A,2026-04-27T16:33:23-04:00,147,https://www.sec.gov/Archives/edgar/data/1349436/000114036126017134/0001140361-26-017134-index.htm
GYRE,17,DEFA14A,2026-04-27T16:31:12-04:00,149,https://www.sec.gov/Archives/edgar/data/1124105/000114036126017130/0001140361-26-017130-index.htm
DEA,17,10-Q,2026-04-27T16:30:46-04:00,150,https://www.sec.gov/Archives/edgar/data/1622194/000162219426000019/0001622194-26-000019-index.htm
BFLY,17,DEFA14A,2026-04-27T16:24:34-04:00,156,https://www.sec.gov/Archives/edgar/data/1804176/000114036126017120/0001140361-26-017120-index.htm
SANM,17,10-Q,2026-04-27T16:24:23-04:00,156,https://www.sec.gov/Archives/edgar/data/897723/000089772326000025/0000897723-26-000025-index.htm
SNSE,17,DEFA14A,2026-04-27T16:20:45-04:00,160,https://www.sec.gov/Archives/edgar/data/1829802/000119312526182149/0001193125-26-182149-index.htm
DNUT,17,DEFA14A,2026-04-27T16:19:42-04:00,161,https://www.sec.gov/Archives/edgar/data/1857154/000119312526182145/0001193125-26-182145-index.htm
MA,17,DEFA14A,2026-04-27T16:19:21-04:00,161,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000023/0001141391-26-000023-index.htm
IMKTA,17,DEFA14A,2026-04-27T16:18:02-04:00,162,https://www.sec.gov/Archives/edgar/data/50493/000114036126017109/0001140361-26-017109-index.htm
TWOD,17,10-K,2026-04-27T16:18:52-04:00,162,https://www.sec.gov/Archives/edgar/data/1465740/000146574026000022/0001465740-26-000022-index.htm
LAB,17,DEFA14A,2026-04-27T16:17:10-04:00,163,https://www.sec.gov/Archives/edgar/data/1162194/000114036126017107/0001140361-26-017107-index.htm
SEAT,17,DEFA14A,2026-04-27T16:17:00-04:00,163,https://www.sec.gov/Archives/edgar/data/1856031/000114036126017106/0001140361-26-017106-index.htm
BCPC,17,DEFA14A,2026-04-27T16:16:18-04:00,164,https://www.sec.gov/Archives/edgar/data/9326/000114036126017104/0001140361-26-017104-index.htm
CPNG,17,DEFA14A,2026-04-27T16:16:29-04:00,164,https://www.sec.gov/Archives/edgar/data/1834584/000114036126017105/0001140361-26-017105-index.htm
VERX,17,DEFA14A,2026-04-27T16:16:23-04:00,164,https://www.sec.gov/Archives/edgar/data/1806837/000110465926049446/0001104659-26-049446-index.htm
ALDX,17,DEFA14A,2026-04-27T16:13:54-04:00,166,https://www.sec.gov/Archives/edgar/data/1341235/000119312526182118/0001193125-26-182118-index.htm
REAL,17,DEFA14A,2026-04-27T16:13:51-04:00,167,https://www.sec.gov/Archives/edgar/data/1573221/000157322126000037/0001573221-26-000037-index.htm
TSEOF,17,10-K,2026-04-27T16:13:19-04:00,167,https://www.sec.gov/Archives/edgar/data/1519061/000110465926049440/0001104659-26-049440-index.htm
SNDA,17,DEFA14A,2026-04-27T16:11:57-04:00,168,https://www.sec.gov/Archives/edgar/data/1043000/000119312526182108/0001193125-26-182108-index.htm
CINF,17,10-Q,2026-04-27T16:10:57-04:00,169,https://www.sec.gov/Archives/edgar/data/20286/000002028626000026/0000020286-26-000026-index.htm
MCRB,17,DEFA14A,2026-04-27T16:10:45-04:00,170,https://www.sec.gov/Archives/edgar/data/1609809/000114036126017092/0001140361-26-017092-index.htm
CDNA,17,DEFA14A,2026-04-27T16:08:46-04:00,172,https://www.sec.gov/Archives/edgar/data/1217234/000121723426000029/0001217234-26-000029-index.htm
ELVN,17,DEFA14A,2026-04-27T16:08:23-04:00,172,https://www.sec.gov/Archives/edgar/data/1672619/000119312526182081/0001193125-26-182081-index.htm
EYPT,17,DEFA14A,2026-04-27T16:08:02-04:00,172,https://www.sec.gov/Archives/edgar/data/1314102/000119312526182077/0001193125-26-182077-index.htm
RIVN,17,DEFA14A,2026-04-27T16:08:10-04:00,172,https://www.sec.gov/Archives/edgar/data/1874178/000187417826000025/0001874178-26-000025-index.htm
SION,17,DEFA14A,2026-04-27T16:08:39-04:00,172,https://www.sec.gov/Archives/edgar/data/2036042/000162828026027496/0001628280-26-027496-index.htm
SN,17,DEFA14A,2026-04-27T16:08:40-04:00,172,https://www.sec.gov/Archives/edgar/data/1957132/000195713226000023/0001957132-26-000023-index.htm
SVV,17,DEFA14A,2026-04-27T16:08:43-04:00,172,https://www.sec.gov/Archives/edgar/data/1883313/000188331326000035/0001883313-26-000035-index.htm
VITL,17,DEFA14A,2026-04-27T16:08:34-04:00,172,https://www.sec.gov/Archives/edgar/data/1579733/000119312526182084/0001193125-26-182084-index.htm
ANNX,17,DEFA14A,2026-04-27T16:07:44-04:00,173,https://www.sec.gov/Archives/edgar/data/1528115/000114036126017088/0001140361-26-017088-index.htm
CGTX,17,DEFA14A,2026-04-27T16:07:53-04:00,173,https://www.sec.gov/Archives/edgar/data/1455365/000110465926049436/0001104659-26-049436-index.htm
DFTX,17,DEFA14A,2026-04-27T16:07:02-04:00,173,https://www.sec.gov/Archives/edgar/data/1813814/000119312526182066/0001193125-26-182066-index.htm
FRPT,17,DEFA14A,2026-04-27T16:07:19-04:00,173,https://www.sec.gov/Archives/edgar/data/1611647/000114036126017087/0001140361-26-017087-index.htm
KYNB,17,DEFA14A,2026-04-27T16:07:30-04:00,173,https://www.sec.gov/Archives/edgar/data/921299/000119312526182071/0001193125-26-182071-index.htm
YEXT,17,DEFA14A,2026-04-27T16:07:11-04:00,173,https://www.sec.gov/Archives/edgar/data/1614178/000162828026027492/0001628280-26-027492-index.htm
BRX,17,10-Q,2026-04-27T16:06:16-04:00,174,https://www.sec.gov/Archives/edgar/data/1581068/000158106826000021/0001581068-26-000021-index.htm
MMLP,17,10-Q,2026-04-27T16:06:04-04:00,174,https://www.sec.gov/Archives/edgar/data/1176334/000117633426000022/0001176334-26-000022-index.htm
QDEL,17,DEFA14A,2026-04-27T16:06:23-04:00,174,https://www.sec.gov/Archives/edgar/data/1906324/000190632426000019/0001906324-26-000019-index.htm
WEX,17,DFAN14A,2026-04-27T16:06:50-04:00,174,https://www.sec.gov/Archives/edgar/data/1309108/000092189526001087/0000921895-26-001087-index.htm
YLY,17,F-1,2026-04-27T16:06:47-04:00,174,https://www.sec.gov/Archives/edgar/data/2053115/000149315226019131/0001493152-26-019131-index.htm
SVC,17,DEFA14A,2026-04-27T16:05:31-04:00,175,https://www.sec.gov/Archives/edgar/data/945394/000110465926049433/0001104659-26-049433-index.htm
EXLS,17,DEFA14A,2026-04-27T16:03:30-04:00,177,https://www.sec.gov/Archives/edgar/data/1297989/000119312526181983/0001193125-26-181983-index.htm
RGEN,17,DEFA14A,2026-04-27T16:03:42-04:00,177,https://www.sec.gov/Archives/edgar/data/730272/000119312526182014/0001193125-26-182014-index.htm
XNCR,17,DEFA14A,2026-04-27T16:03:39-04:00,177,https://www.sec.gov/Archives/edgar/data/1326732/000132673226000032/0001326732-26-000032-index.htm
TMUSL,17,DEFA14A,2026-04-27T16:02:48-04:00,178,https://www.sec.gov/Archives/edgar/data/1283699/000119312526181898/0001193125-26-181898-index.htm
STLD,17,10-Q,2026-04-27T16:00:40-04:00,180,https://www.sec.gov/Archives/edgar/data/1022671/000110465926049415/0001104659-26-049415-index.htm
SKAI,17,S-1,2026-04-27T15:40:53-04:00,200,https://www.sec.gov/Archives/edgar/data/2103029/000182912626003976/0001829126-26-003976-index.htm
RREV,17,S-1,2026-04-27T14:22:53-04:00,278,https://www.sec.gov/Archives/edgar/data/2123969/000119312526181447/0001193125-26-181447-index.htm
GROY-WT,17,6-K,2026-04-27T06:40:04-04:00,740,https://www.sec.gov/Archives/edgar/data/1834026/000149315226019031/0001493152-26-019031-index.htm
MRK,17,SC TO-T,2026-04-24T07:30:33-04:00,5010,https://www.sec.gov/Archives/edgar/data/310158/000119312526174972/0001193125-26-174972-index.htm
TERN,17,SC TO-T,2026-04-24T07:30:33-04:00,5010,https://www.sec.gov/Archives/edgar/data/1831363/000119312526174972/0001193125-26-174972-index.htm
T-PC,16,10-Q,2026-04-27T16:17:53-04:00,163,https://www.sec.gov/Archives/edgar/data/732717/000073271726000206/0000732717-26-000206-index.htm
DX-PC,16,10-Q,2026-04-27T16:08:37-04:00,172,https://www.sec.gov/Archives/edgar/data/826675/000082667526000039/0000826675-26-000039-index.htm
USB-PS,16,424B3,2026-04-27T15:46:07-04:00,194,https://www.sec.gov/Archives/edgar/data/36104/000191870426010822/0001918704-26-010822-index.htm
CTRVP,15,4,2026-04-27T17:33:08-04:00,87,https://www.sec.gov/Archives/edgar/data/1583771/000149315226019202/0001493152-26-019202-index.htm
KKR-PD,15,DEFA14A,2026-04-27T17:26:26-04:00,94,https://www.sec.gov/Archives/edgar/data/1404912/000114036126017158/0001140361-26-017158-index.htm
BBBY-WT,15,10-Q,2026-04-27T16:27:47-04:00,153,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000038/0001130713-26-000038-index.htm
SRG-PA,15,DEFA14A,2026-04-27T16:16:30-04:00,164,https://www.sec.gov/Archives/edgar/data/1628063/000117494726000520/0001174947-26-000520-index.htm
GDV-PK,15,DEFA14A,2026-04-27T16:10:32-04:00,170,https://www.sec.gov/Archives/edgar/data/1260729/000182912626003981/0001829126-26-003981-index.htm
BOH-PB,15,10-Q,2026-04-27T16:03:45-04:00,177,https://www.sec.gov/Archives/edgar/data/46195/000004619526000036/0000046195-26-000036-index.htm
PSA-PG,15,10-Q,2026-04-27T16:02:12-04:00,178,https://www.sec.gov/Archives/edgar/data/1393311/000162828026027487/0001628280-26-027487-index.htm
ACMR,15,DEF 14A,2026-04-27T09:15:24-04:00,585,https://www.sec.gov/Archives/edgar/data/1680062/000162828026027358/0001628280-26-027358-index.htm
BMNM,15,DEF 14A,2026-04-27T09:00:39-04:00,600,https://www.sec.gov/Archives/edgar/data/1275477/000143774926013376/0001437749-26-013376-index.htm
ACDC,15,DEF 14A,2026-04-27T08:00:36-04:00,660,https://www.sec.gov/Archives/edgar/data/1881487/000110465926049044/0001104659-26-049044-index.htm
CTAS,15,S-4,2026-04-24T19:18:18-04:00,4302,https://www.sec.gov/Archives/edgar/data/723254/000114036126016785/0001140361-26-016785-index.htm
BMNR,15,S-3,2026-04-24T17:28:21-04:00,4412,https://www.sec.gov/Archives/edgar/data/1829311/000149315226018987/0001493152-26-018987-index.htm
MVIS,15,S-3,2026-04-24T17:20:23-04:00,4420,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/0001493152-26-018973-index.htm
BURU,15,S-3,2026-04-24T17:12:18-04:00,4428,https://www.sec.gov/Archives/edgar/data/1814215/000119312526177669/0001193125-26-177669-index.htm
HIT,15,S-3,2026-04-24T17:06:54-04:00,4433,https://www.sec.gov/Archives/edgar/data/2019505/000121390026047605/0001213900-26-047605-index.htm
IDAI,15,S-3,2026-04-24T17:01:47-04:00,4439,https://www.sec.gov/Archives/edgar/data/1718939/000110465926048684/0001104659-26-048684-index.htm
RLYB,15,S-4,2026-04-24T16:38:43-04:00,4462,https://www.sec.gov/Archives/edgar/data/1739410/000119312526177461/0001193125-26-177461-index.htm
COSM,15,S-3,2026-04-24T16:30:45-04:00,4470,https://www.sec.gov/Archives/edgar/data/1474167/000147793226002526/0001477932-26-002526-index.htm
GLW,15,S-3,2026-04-24T16:30:47-04:00,4470,https://www.sec.gov/Archives/edgar/data/24741/000120677426000244/0001206774-26-000244-index.htm
BRT,15,S-3,2026-04-24T16:16:35-04:00,4484,https://www.sec.gov/Archives/edgar/data/14846/000114036126016710/0001140361-26-016710-index.htm
LODE,15,S-3,2026-04-24T16:16:00-04:00,4484,https://www.sec.gov/Archives/edgar/data/1120970/000143774926013318/0001437749-26-013318-index.htm
TY-P,14,DEF 14A,2026-04-27T12:52:52-04:00,368,https://www.sec.gov/Archives/edgar/data/99614/000119312526180839/0001193125-26-180839-index.htm
INTC,14,424B5,2026-04-27T09:20:33-04:00,580,https://www.sec.gov/Archives/edgar/data/50863/000119312526179479/0001193125-26-179479-index.htm
ALLY,14,424B5,2026-04-27T08:57:17-04:00,603,https://www.sec.gov/Archives/edgar/data/40729/000119312526179283/0001193125-26-179283-index.htm
HXL,14,424B5,2026-04-27T08:52:28-04:00,608,https://www.sec.gov/Archives/edgar/data/717605/000114036126016856/0001140361-26-016856-index.htm
HSDT,14,424B5,2026-04-27T08:44:35-04:00,616,https://www.sec.gov/Archives/edgar/data/1610853/000110465926049074/0001104659-26-049074-index.htm
ALLR,14,424B3,2026-04-27T07:44:40-04:00,676,https://www.sec.gov/Archives/edgar/data/1860657/000121390026047735/0001213900-26-047735-index.htm
AUUD,14,424B4,2026-04-27T07:00:36-04:00,720,https://www.sec.gov/Archives/edgar/data/1554818/000168316826003222/0001683168-26-003222-index.htm
OPTX,13,S-1,2026-04-27T08:23:15-04:00,637,https://www.sec.gov/Archives/edgar/data/1866816/000149315226019077/0001493152-26-019077-index.htm
SUJA,13,S-1,2026-04-27T07:14:15-04:00,706,https://www.sec.gov/Archives/edgar/data/1934114/000110465926049001/0001104659-26-049001-index.htm
COAG,13,S-1,2026-04-27T07:09:29-04:00,711,https://www.sec.gov/Archives/edgar/data/2114044/000119312526178809/0001193125-26-178809-index.htm
SES-WT,13,S-3,2026-04-24T17:05:29-04:00,4435,https://www.sec.gov/Archives/edgar/data/1819142/000181914226000028/0001819142-26-000028-index.htm
LBSR,12,10-K,2026-04-27T14:48:39-04:00,252,https://www.sec.gov/Archives/edgar/data/1172178/000149315226019103/0001493152-26-019103-index.htm
SEIC,12,10-Q,2026-04-27T14:45:50-04:00,255,https://www.sec.gov/Archives/edgar/data/350894/000035089426000030/0000350894-26-000030-index.htm
UPX,12,F-1,2026-04-27T13:41:45-04:00,319,https://www.sec.gov/Archives/edgar/data/2046370/000121390026047926/0001213900-26-047926-index.htm
ASFT,12,10-K,2026-04-27T13:09:28-04:00,351,https://www.sec.gov/Archives/edgar/data/1651992/000147793226002564/0001477932-26-002564-index.htm
CVGI,12,DEF 14A,2026-04-27T06:22:23-04:00,758,https://www.sec.gov/Archives/edgar/data/1290900/000162828026027295/0001628280-26-027295-index.htm
UCTT,12,DEF 14A,2026-04-27T06:05:44-04:00,775,https://www.sec.gov/Archives/edgar/data/1275014/000114036126016813/0001140361-26-016813-index.htm
MTVA,12,DEF 14A,2026-04-27T06:02:26-04:00,778,https://www.sec.gov/Archives/edgar/data/1638287/000114036126016802/0001140361-26-016802-index.htm
ZOMDF,12,DEF 14A,2026-04-24T19:52:50-04:00,4268,https://www.sec.gov/Archives/edgar/data/1684144/000165495426003929/0001654954-26-003929-index.htm
AVR,11,424B3,2026-04-27T06:03:19-04:00,777,https://www.sec.gov/Archives/edgar/data/2011514/000114036126016807/0001140361-26-016807-index.htm
SNOA,11,424B4,2026-04-27T06:00:31-04:00,780,https://www.sec.gov/Archives/edgar/data/1367083/000168316826003212/0001683168-26-003212-index.htm
MDCX,11,424B3,2026-04-24T18:46:37-04:00,4334,https://www.sec.gov/Archives/edgar/data/1997296/000106299326002144/0001062993-26-002144-index.htm
BRUN,11,424B3,2026-04-24T17:30:34-04:00,4410,https://www.sec.gov/Archives/edgar/data/2090646/000149315226018996/0001493152-26-018996-index.htm
NAKA,11,424B3,2026-04-24T17:27:05-04:00,4413,https://www.sec.gov/Archives/edgar/data/1946573/000149315226018983/0001493152-26-018983-index.htm
NUCL,11,424B3,2026-04-24T16:45:14-04:00,4455,https://www.sec.gov/Archives/edgar/data/2089283/000110465926048656/0001104659-26-048656-index.htm
EVMN,11,424B3,2026-04-24T16:23:45-04:00,4477,https://www.sec.gov/Archives/edgar/data/2044725/000119312526177356/0001193125-26-177356-index.htm
USO,11,424B3,2026-04-24T16:17:56-04:00,4482,https://www.sec.gov/Archives/edgar/data/1327068/000207187626000128/0002071876-26-000128-index.htm
CPER,11,424B3,2026-04-24T16:17:11-04:00,4483,https://www.sec.gov/Archives/edgar/data/1479247/000207187626000126/0002071876-26-000126-index.htm
UNL,11,424B3,2026-04-24T16:16:56-04:00,4483,https://www.sec.gov/Archives/edgar/data/1405513/000207187626000125/0002071876-26-000125-index.htm
USL,11,424B3,2026-04-24T16:17:39-04:00,4483,https://www.sec.gov/Archives/edgar/data/1405528/000207187626000127/0002071876-26-000127-index.htm
UGA,11,424B3,2026-04-24T16:16:14-04:00,4484,https://www.sec.gov/Archives/edgar/data/1396878/000207187626000123/0002071876-26-000123-index.htm
UNG,11,424B3,2026-04-24T16:16:31-04:00,4484,https://www.sec.gov/Archives/edgar/data/1376227/000207187626000124/0002071876-26-000124-index.htm
BNO,11,424B3,2026-04-24T16:15:22-04:00,4485,https://www.sec.gov/Archives/edgar/data/1472494/000207187626000121/0002071876-26-000121-index.htm
QTTB,11,424B5,2026-04-24T16:07:54-04:00,4492,https://www.sec.gov/Archives/edgar/data/1661998/000119312526177170/0001193125-26-177170-index.htm
NMZ,11,424B3,2026-04-24T13:34:40-04:00,4646,https://www.sec.gov/Archives/edgar/data/1266585/000199937126008999/0001999371-26-008999-index.htm
CTXR,11,424B5,2026-04-24T09:24:38-04:00,4896,https://www.sec.gov/Archives/edgar/data/1506251/000121390026047296/0001213900-26-047296-index.htm
HQWW,11,424B3,2026-04-24T09:05:17-04:00,4915,https://www.sec.gov/Archives/edgar/data/2088256/000121390026047285/0001213900-26-047285-index.htm
LANDO,11,424B5,2026-04-24T08:00:17-04:00,4980,https://www.sec.gov/Archives/edgar/data/1495240/000119312526175061/0001193125-26-175061-index.htm
ALT,11,424B5,2026-04-23T21:29:55-04:00,5610,https://www.sec.gov/Archives/edgar/data/1326190/000110465926047979/0001104659-26-047979-index.htm
LUCD,11,424B5,2026-04-23T17:29:06-04:00,5851,https://www.sec.gov/Archives/edgar/data/1799011/000149315226018791/0001493152-26-018791-index.htm
HYI,11,424B3,2026-04-23T17:20:25-04:00,5860,https://www.sec.gov/Archives/edgar/data/1497186/000119312526174042/0001193125-26-174042-index.htm
ELMT,11,424B4,2026-04-23T17:19:15-04:00,5861,https://www.sec.gov/Archives/edgar/data/2101698/000121390026047144/0001213900-26-047144-index.htm
HIO,11,424B3,2026-04-23T17:18:00-04:00,5862,https://www.sec.gov/Archives/edgar/data/910068/000119312526174034/0001193125-26-174034-index.htm
HIX,11,424B3,2026-04-23T17:15:43-04:00,5865,https://www.sec.gov/Archives/edgar/data/1058239/000119312526174025/0001193125-26-174025-index.htm
EHI,11,424B3,2026-04-23T17:13:57-04:00,5866,https://www.sec.gov/Archives/edgar/data/1228509/000119312526174011/0001193125-26-174011-index.htm
WDI,11,424B3,2026-04-23T17:11:52-04:00,5869,https://www.sec.gov/Archives/edgar/data/1819559/000119312526174004/0001193125-26-174004-index.htm
MYSE,11,424B5,2026-04-23T17:10:36-04:00,5870,https://www.sec.gov/Archives/edgar/data/1648960/000121390026047134/0001213900-26-047134-index.htm
BCDRF,11,424B3,2026-04-23T17:09:26-04:00,5871,https://www.sec.gov/Archives/edgar/data/891478/000114036126016431/0001140361-26-016431-index.htm
SCD,11,424B3,2026-04-23T17:08:44-04:00,5872,https://www.sec.gov/Archives/edgar/data/1270131/000119312526173989/0001193125-26-173989-index.htm
LABT,11,424B4,2026-04-23T16:48:24-04:00,5892,https://www.sec.gov/Archives/edgar/data/2079272/000121390026047113/0001213900-26-047113-index.htm
ADTX,11,424B3,2026-04-23T16:30:42-04:00,5910,https://www.sec.gov/Archives/edgar/data/1726711/000121390026047103/0001213900-26-047103-index.htm
LVO,11,424B5,2026-04-23T16:30:11-04:00,5910,https://www.sec.gov/Archives/edgar/data/1491419/000121390026047097/0001213900-26-047097-index.htm
CECO,11,424B3,2026-04-23T16:17:07-04:00,5923,https://www.sec.gov/Archives/edgar/data/3197/000110465926047714/0001104659-26-047714-index.htm
DHR,11,424B5,2026-04-23T16:15:02-04:00,5925,https://www.sec.gov/Archives/edgar/data/313616/000119312526173731/0001193125-26-173731-index.htm
DVLT,11,424B5,2026-04-23T16:01:11-04:00,5939,https://www.sec.gov/Archives/edgar/data/1682149/000110465926047670/0001104659-26-047670-index.htm
TDIC,11,424B5,2026-04-23T12:27:13-04:00,6153,https://www.sec.gov/Archives/edgar/data/2041338/000149315226018678/0001493152-26-018678-index.htm
TOYWF,11,424B5,2026-04-23T08:00:36-04:00,6420,https://www.sec.gov/Archives/edgar/data/1985273/000121390026046881/0001213900-26-046881-index.htm
OTLK,11,424B5,2026-04-23T07:30:17-04:00,6450,https://www.sec.gov/Archives/edgar/data/1649989/000110465926047242/0001104659-26-047242-index.htm
NUAI,11,424B3,2026-04-23T06:12:07-04:00,6528,https://www.sec.gov/Archives/edgar/data/2028336/000121390026046852/0001213900-26-046852-index.htm
NKTR,11,424B5,2026-04-23T06:02:31-04:00,6538,https://www.sec.gov/Archives/edgar/data/906709/000119312526171717/0001193125-26-171717-index.htm
VIASP,10,10-K,2026-04-27T15:17:11-04:00,223,https://www.sec.gov/Archives/edgar/data/1606268/000160626826000020/0001606268-26-000020-index.htm
HAWK,10,S-1,2026-04-27T06:51:24-04:00,729,https://www.sec.gov/Archives/edgar/data/1750704/000162828026027299/0001628280-26-027299-index.htm
PMI,10,S-1,2026-04-27T06:16:23-04:00,764,https://www.sec.gov/Archives/edgar/data/2030617/000182912626003906/0001829126-26-003906-index.htm
SPTX,10,S-1,2026-04-27T06:06:03-04:00,774,https://www.sec.gov/Archives/edgar/data/2042347/000119312526178716/0001193125-26-178716-index.htm
IACQ,10,S-1,2026-04-27T06:03:34-04:00,777,https://www.sec.gov/Archives/edgar/data/2122505/000110465926048827/0001104659-26-048827-index.htm
QLEP,10,S-1,2026-04-24T19:18:20-04:00,4302,https://www.sec.gov/Archives/edgar/data/2102155/000121390026047663/0001213900-26-047663-index.htm
HCWB,10,S-1,2026-04-24T17:30:12-04:00,4410,https://www.sec.gov/Archives/edgar/data/1828673/000149315226018992/0001493152-26-018992-index.htm
ETSS,10,S-1,2026-04-24T17:27:41-04:00,4413,https://www.sec.gov/Archives/edgar/data/2085932/000121390026047625/0001213900-26-047625-index.htm
LASE,10,S-1,2026-04-24T17:25:52-04:00,4415,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/0001493152-26-018979-index.htm
XOSW,10,PRE 14A,2026-04-24T17:20:50-04:00,4420,https://www.sec.gov/Archives/edgar/data/1819493/000181949326000015/0001819493-26-000015-index.htm
WGRX,10,PRE 14A,2026-04-24T16:54:51-04:00,4446,https://www.sec.gov/Archives/edgar/data/2030763/000149315226018947/0001493152-26-018947-index.htm
AIAI,10,S-1,2026-04-24T16:30:27-04:00,4470,https://www.sec.gov/Archives/edgar/data/2096362/000149315226018924/0001493152-26-018924-index.htm
RANG,10,PRE 14A,2026-04-24T16:30:34-04:00,4470,https://www.sec.gov/Archives/edgar/data/2035644/000119312526177414/0001193125-26-177414-index.htm
XAIR,10,PRE 14A,2026-04-24T16:30:11-04:00,4470,https://www.sec.gov/Archives/edgar/data/1641631/000149315226018929/0001493152-26-018929-index.htm
JUSHF,10,PRE 14A,2026-04-24T16:15:22-04:00,4485,https://www.sec.gov/Archives/edgar/data/1909747/000162828026027212/0001628280-26-027212-index.htm
RBKB,10,S-1,2026-04-24T16:15:47-04:00,4485,https://www.sec.gov/Archives/edgar/data/1751783/000110465926048594/0001104659-26-048594-index.htm
